infectee,infectors
Ant954,['SEED']
Ant73,"['Ant954', 'Ant25']"
Ant593,"['Ant954', 'Ant73', 'Ant25']"
Ant650,"['Ant954', 'Ant73', 'Ant593', 'Ant25']"
Ant170,"['Ant954', 'Ant73', 'Ant593', 'Ant650', 'Ant25']"
Ant117,"['Ant954', 'Ant170', 'Ant73', 'Ant593', 'Ant650', 'Ant25']"
Ant599,"['Ant954', 'Ant170', 'Ant117', 'Ant73', 'Ant593', 'Ant650', 'Ant25']"
Ant51,"['Ant954', 'Ant170', 'Ant117', 'Ant73', 'Ant593', 'Ant650', 'Ant25']"
Ant227,"['Ant954', 'Ant170', 'Ant117', 'Ant51', 'Ant73', 'Ant593', 'Ant599', 'Ant650', 'Ant25']"
Ant262,"['Ant954', 'Ant170', 'Ant117', 'Ant51', 'Ant73', 'Ant593', 'Ant650', 'Ant25']"
Ant191,['Ant227']
Ant2,"['Ant954', 'Ant262', 'Ant170', 'Ant227', 'Ant117', 'Ant51', 'Ant73', 'Ant593', 'Ant599', 'Ant650', 'Ant25']"
Ant475,"['Ant954', 'Ant262', 'Ant170', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant599', 'Ant650', 'Ant25']"
Ant148,"['Ant954', 'Ant170', 'Ant117', 'Ant2', 'Ant593', 'Ant25', 'Ant650']"
Ant27,"['Ant954', 'Ant262', 'Ant170', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant599', 'Ant650', 'Ant475', 'Ant25']"
Ant256,"['Ant954', 'Ant170', 'Ant227', 'Ant117', 'Ant2', 'Ant51', 'Ant191', 'Ant73', 'Ant593', 'Ant599', 'Ant650', 'Ant475', 'Ant25']"
Ant299,"['Ant954', 'Ant262', 'Ant170', 'Ant227', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant599', 'Ant650', 'Ant475', 'Ant256', 'Ant25', 'Ant27']"
Ant476,"['Ant262', 'Ant227', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant599', 'Ant299', 'Ant148', 'Ant650', 'Ant475', 'Ant256', 'Ant25', 'Ant27']"
Ant97,"['Ant262', 'Ant170', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant599', 'Ant299', 'Ant148', 'Ant650', 'Ant476', 'Ant475', 'Ant256', 'Ant25', 'Ant27']"
Ant592,"['Ant954', 'Ant262', 'Ant170', 'Ant227', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant599', 'Ant97', 'Ant299', 'Ant148', 'Ant650', 'Ant475', 'Ant256', 'Ant25', 'Ant27']"
Ant305,"['Ant954', 'Ant170', 'Ant227', 'Ant117', 'Ant2', 'Ant51', 'Ant191', 'Ant73', 'Ant593', 'Ant592', 'Ant599', 'Ant97', 'Ant299', 'Ant148', 'Ant650', 'Ant476', 'Ant475', 'Ant256', 'Ant25', 'Ant27']"
Ant263,"['Ant954', 'Ant170', 'Ant227', 'Ant117', 'Ant2', 'Ant73', 'Ant593', 'Ant592', 'Ant599', 'Ant97', 'Ant299', 'Ant650', 'Ant476', 'Ant475', 'Ant262', 'Ant256', 'Ant25', 'Ant27']"
Ant49,"['Ant954', 'Ant263', 'Ant262', 'Ant170', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant592', 'Ant599', 'Ant97', 'Ant299', 'Ant305', 'Ant148', 'Ant650', 'Ant476', 'Ant475', 'Ant256', 'Ant27']"
Ant6,"['Ant954', 'Ant170', 'Ant227', 'Ant117', 'Ant51', 'Ant73', 'Ant593', 'Ant592', 'Ant599', 'Ant97', 'Ant299', 'Ant305', 'Ant148', 'Ant476', 'Ant475', 'Ant256', 'Ant25', 'Ant27', 'Ant49']"
Ant264,"['Ant6', 'Ant954', 'Ant263', 'Ant262', 'Ant170', 'Ant227', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant592', 'Ant599', 'Ant97', 'Ant299', 'Ant305', 'Ant148', 'Ant650', 'Ant476', 'Ant475', 'Ant256', 'Ant25', 'Ant27', 'Ant49']"
Ant44,"['Ant6', 'Ant954', 'Ant263', 'Ant262', 'Ant264', 'Ant170', 'Ant227', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant592', 'Ant599', 'Ant97', 'Ant299', 'Ant305', 'Ant650', 'Ant476', 'Ant475', 'Ant256', 'Ant25', 'Ant27', 'Ant49']"
Ant356,"['Ant6', 'Ant954', 'Ant263', 'Ant262', 'Ant264', 'Ant170', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant592', 'Ant599', 'Ant97', 'Ant299', 'Ant305', 'Ant650', 'Ant476', 'Ant475', 'Ant256', 'Ant25', 'Ant27', 'Ant44', 'Ant49']"
Ant638,"['Ant6', 'Ant954', 'Ant263', 'Ant264', 'Ant170', 'Ant227', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant592', 'Ant356', 'Ant599', 'Ant97', 'Ant299', 'Ant305', 'Ant148', 'Ant650', 'Ant476', 'Ant475', 'Ant256', 'Ant25', 'Ant27', 'Ant44', 'Ant49']"
Ant176,"['Ant6', 'Ant954', 'Ant263', 'Ant262', 'Ant264', 'Ant170', 'Ant227', 'Ant117', 'Ant2', 'Ant51', 'Ant73', 'Ant593', 'Ant592', 'Ant638', 'Ant599', 'Ant97', 'Ant299', 'Ant305', 'Ant148', 'Ant650', 'Ant476', 'Ant475', 'Ant356', 'Ant256', 'Ant25', 'Ant27', 'Ant44', 'Ant49']"
