infectee,infectors
073052339,['SEED']
096368787,['073052339']
079784108,['095566335']
095588081,"['095566335', '079784108']"
095594023,['095588081']
072809522,"['095588081', '095594023']"
095594783,['079802341']
079561551,"['079802341', '095594783']"
095595115,"['079802341', '079561551']"
073080095,"['079802341', '079561551', '095595115']"
095593071,"['072809522', '095594023', '095588081']"
079619856,['073052339']
073033266,['095594783']
073047886,['095583111']
067008281,"['079619856', '073052339']"
072888895,['072809522']
072869257,"['072888895', '072809522']"
096361847,"['072888895', '072809522', '072869257']"
079581319,['067008281']
073076048,['073047886']
072786528,['073033266']
095594604,['067008281']
096359313,"['095594604', '067008281']"
095565087,['096359313']
079768583,['073047886']
096554111,['079768583']
096550288,"['079768583', '096554111']"
096382809,"['096359313', '079619856', '095565087']"
095571796,['073047886']
079790001,"['067008281', '096382809', '079619856', '073052339']"
095565295,"['079790001', '096382809', '079619856']"
072793593,['095565087']
079604028,"['095571796', '073047886', '095565087', '072793593']"
079577792,['079586858']
095582381,"['096359313', '095565087', '079604028', '096382809', '072793593']"
072854069,"['096359313', '079604028']"
095592841,"['096359313', '072854069', '079604028']"
072796785,"['095571796', '072854069', '079604028', '095592841']"
072626337,"['096359313', '095582381', '095565087', '096382809']"
072823560,"['095582381', '072626337']"
095593348,"['072796785', '095592841']"
095570867,"['072796785', '095593348', '095592841']"
072788298,"['079586858', '079577792', '096543825']"
079570341,['072788298']
079552260,"['079570341', '096543825', '072788298']"
096375348,['072788298']
079776085,"['072796785', '095593348', '095592841', '095570867']"
079601771,"['096375348', '072788298']"
079626258,"['079776085', '095570867']"
079630098,['079790001']
095592888,"['079630098', '079790001']"
079782624,"['072786528', '072626337']"
073105623,"['072626337', '079782624']"
073043573,"['079630098', '079790001', '095592888', '096543825']"
072834264,"['073105623', '079782624', '072626337']"
073107614,"['073105623', '079782624', '072626337']"
095595316,"['073043573', '096543825']"
095582312,"['072834264', '073043573', '079784108', '073107614', '079782624', '096543825', '095595316']"
073088516,"['079784108', '095582312', '095595316']"
079566084,['073088516']
