infectee,infectors
Ant52,['SEED']
Ant144,['Ant52']
Ant148,['Ant144']
Ant580,['Ant52']
Ant19,['Ant52']
Ant60,['Ant52']
Ant257,['Ant580']
Ant202,['Ant257']
Ant604,['Ant257']
Ant265,['Ant257']
Ant0,['Ant257']
Ant650,['Ant257']
Ant137,['Ant650']
Ant400,['Ant650']
Ant26,['Ant650']
Ant492,['Ant580']
Ant97,['Ant492']
Ant324,['Ant492']
Ant210,['Ant492']
Ant62,['Ant492']
Ant599,['Ant492']
Ant437,['Ant492']
Ant621,['Ant492']
Ant96,['Ant621']
Ant665,['Ant621']
Ant262,['Ant621']
Ant114,['Ant621']
Ant264,['Ant621']
Ant298,['Ant621']
Ant552,['Ant621']
Ant243,['Ant665']
Ant105,['Ant621']
Ant311,['Ant621']
Ant212,['Ant243']
Ant342,['Ant621']
Ant147,['Ant621']
Ant112,['Ant621']
Ant6,['Ant621']
Ant15,['Ant621']
Ant30,['Ant621']
Ant102,['Ant665']
Ant161,['Ant621']
Ant313,['Ant621']
Ant232,['Ant621']
Ant65,['Ant621']
Ant296,['Ant621']
Ant44,['Ant621']
Ant40,['Ant621']
Ant289,['Ant621']
Ant206,['Ant621']
Ant55,['Ant243']
Ant174,['Ant621']
Ant244,['Ant621']
Ant673,['Ant621']
Ant99,['Ant621']
Ant575,['Ant621']
Ant301,['Ant621']
Ant209,['Ant621']
Ant7,['Ant621']
Ant217,['Ant580']
Ant14,['Ant621']
Ant476,['Ant621']
Ant305,['Ant621']
Ant178,['Ant621']
Ant219,['Ant621']
Ant502,['Ant621']
Ant172,['Ant621']
Ant647,['Ant15']
Ant158,['Ant621']
Ant556,['Ant665']
Ant215,['Ant112']
Ant169,['Ant621']
Ant540,['Ant580']
Ant50,['Ant621']
Ant509,['Ant621']
Ant632,['Ant621']
Ant5,['Ant621']
Ant35,['Ant621']
Ant237,['Ant492']
Ant395,['Ant621']
Ant356,['Ant621']
Ant140,['Ant621']
Ant607,['Ant621']
Ant12,['Ant540']
Ant43,['Ant621']
Ant593,['Ant621']
Ant63,['Ant621']
Ant2,['Ant621']
Ant560,['Ant621']
Ant195,['Ant621']
Ant227,['Ant621']
Ant638,['Ant540']
Ant518,['Ant621']
Ant256,['Ant621']
Ant260,['Ant621']
Ant592,['Ant621']
Ant126,['Ant621']
Ant20,['Ant621']
Ant38,['Ant665']
Ant564,['Ant540']
Ant32,['Ant621']
Ant170,['Ant621']
Ant294,['Ant621']
Ant507,['Ant540']
Ant176,['Ant621']
Ant610,['Ant227']
Ant72,['Ant621']
Ant332,['Ant621']
Ant398,['Ant621']
Ant98,['Ant621']
Ant268,['Ant540']
