infectee,infectors
Ant250,['SEED']
Ant5,['Ant169']
Ant301,"['Ant250', 'Ant169']"
Ant105,"['Ant301', 'Ant5', 'Ant169']"
Ant614,"['Ant301', 'Ant5', 'Ant169', 'Ant105']"
Ant226,"['Ant301', 'Ant5', 'Ant105']"
Ant260,"['Ant250', 'Ant301', 'Ant226', 'Ant5', 'Ant105']"
Ant50,"['Ant620', 'Ant250', 'Ant226', 'Ant301', 'Ant260', 'Ant5', 'Ant614', 'Ant169', 'Ant105']"
Ant27,"['Ant250', 'Ant260', 'Ant5', 'Ant50', 'Ant614', 'Ant169', 'Ant301', 'Ant105', 'Ant226']"
Ant195,"['Ant226', 'Ant250', 'Ant27', 'Ant50', 'Ant301', 'Ant260', 'Ant614', 'Ant105']"
Ant137,"['Ant620', 'Ant195', 'Ant250', 'Ant27', 'Ant226', 'Ant50', 'Ant301', 'Ant260', 'Ant614', 'Ant169', 'Ant105']"
Ant838,"['Ant620', 'Ant195', 'Ant250', 'Ant137', 'Ant50', 'Ant301', 'Ant614']"
Ant299,"['Ant620', 'Ant195', 'Ant250', 'Ant27', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant226', 'Ant260', 'Ant5', 'Ant614', 'Ant169', 'Ant105']"
Ant437,"['Ant620', 'Ant195', 'Ant250', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant5', 'Ant614', 'Ant169', 'Ant299', 'Ant105']"
Ant6,"['Ant620', 'Ant195', 'Ant250', 'Ant27', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant226', 'Ant260', 'Ant614', 'Ant169', 'Ant299', 'Ant105', 'Ant437']"
Ant665,"['Ant195', 'Ant250', 'Ant27', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant260', 'Ant5', 'Ant6', 'Ant614', 'Ant169', 'Ant105', 'Ant437']"
Ant32,"['Ant665', 'Ant195', 'Ant27', 'Ant137', 'Ant50', 'Ant301', 'Ant226', 'Ant5', 'Ant6', 'Ant614', 'Ant169']"
Ant102,"['Ant620', 'Ant665', 'Ant195', 'Ant250', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant226', 'Ant260', 'Ant5', 'Ant6', 'Ant614', 'Ant169', 'Ant299', 'Ant437']"
Ant610,"['Ant665', 'Ant27', 'Ant137', 'Ant301', 'Ant226', 'Ant260', 'Ant5', 'Ant6', 'Ant32', 'Ant105']"
Ant100,"['Ant665', 'Ant195', 'Ant250', 'Ant27', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant226', 'Ant260', 'Ant5', 'Ant6', 'Ant614', 'Ant169', 'Ant299', 'Ant32', 'Ant105', 'Ant102', 'Ant437']"
Ant255,"['Ant665', 'Ant27', 'Ant137', 'Ant50', 'Ant32', 'Ant301', 'Ant260', 'Ant5', 'Ant6', 'Ant614', 'Ant169', 'Ant299', 'Ant105', 'Ant437', 'Ant100']"
Ant391,"['Ant665', 'Ant195', 'Ant250', 'Ant27', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant226', 'Ant260', 'Ant5', 'Ant6', 'Ant32', 'Ant610', 'Ant169', 'Ant105', 'Ant100']"
Ant229,"['Ant665', 'Ant195', 'Ant250', 'Ant255', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant226', 'Ant260', 'Ant5', 'Ant6', 'Ant610', 'Ant614', 'Ant299', 'Ant32', 'Ant105', 'Ant102', 'Ant100']"
Ant320,"['Ant620', 'Ant665', 'Ant195', 'Ant226', 'Ant250', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant229', 'Ant391', 'Ant6', 'Ant610', 'Ant614', 'Ant169', 'Ant32', 'Ant105', 'Ant102', 'Ant437', 'Ant100']"
Ant28,"['Ant620', 'Ant665', 'Ant195', 'Ant320', 'Ant250', 'Ant27', 'Ant226', 'Ant838', 'Ant137', 'Ant229', 'Ant260', 'Ant391', 'Ant5', 'Ant6', 'Ant614', 'Ant299', 'Ant105', 'Ant102', 'Ant437', 'Ant100']"
Ant117,"['Ant665', 'Ant226', 'Ant195', 'Ant320', 'Ant250', 'Ant255', 'Ant28', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant229', 'Ant260', 'Ant5', 'Ant6', 'Ant614', 'Ant169', 'Ant299', 'Ant105', 'Ant102', 'Ant437', 'Ant100']"
Ant638,"['Ant665', 'Ant117', 'Ant195', 'Ant250', 'Ant255', 'Ant27', 'Ant28', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant229', 'Ant226', 'Ant260', 'Ant391', 'Ant5', 'Ant6', 'Ant610', 'Ant614', 'Ant169', 'Ant32', 'Ant105', 'Ant102', 'Ant437', 'Ant100']"
Ant334,"['Ant665', 'Ant117', 'Ant195', 'Ant255', 'Ant27', 'Ant838', 'Ant137', 'Ant437', 'Ant260', 'Ant638', 'Ant5', 'Ant6', 'Ant50', 'Ant32', 'Ant614', 'Ant391', 'Ant169', 'Ant299', 'Ant301', 'Ant105', 'Ant100']"
Ant243,"['Ant665', 'Ant117', 'Ant320', 'Ant250', 'Ant255', 'Ant27', 'Ant838', 'Ant334', 'Ant226', 'Ant391', 'Ant5', 'Ant50', 'Ant32', 'Ant610', 'Ant638', 'Ant614', 'Ant169', 'Ant299', 'Ant301', 'Ant229', 'Ant105', 'Ant100']"
Ant218,"['Ant665', 'Ant117', 'Ant195', 'Ant320', 'Ant250', 'Ant255', 'Ant27', 'Ant28', 'Ant137', 'Ant243', 'Ant50', 'Ant301', 'Ant229', 'Ant226', 'Ant391', 'Ant5', 'Ant6', 'Ant614', 'Ant169', 'Ant299', 'Ant638', 'Ant32', 'Ant105', 'Ant102', 'Ant437', 'Ant100']"
Ant265,"['Ant620', 'Ant665', 'Ant117', 'Ant195', 'Ant320', 'Ant28', 'Ant838', 'Ant137', 'Ant334', 'Ant50', 'Ant301', 'Ant229', 'Ant226', 'Ant260', 'Ant6', 'Ant614', 'Ant169', 'Ant299', 'Ant638', 'Ant105', 'Ant102', 'Ant437', 'Ant100']"
Ant191,"['Ant665', 'Ant117', 'Ant195', 'Ant27', 'Ant226', 'Ant250', 'Ant255', 'Ant28', 'Ant838', 'Ant137', 'Ant334', 'Ant243', 'Ant50', 'Ant301', 'Ant229', 'Ant260', 'Ant391', 'Ant5', 'Ant610', 'Ant614', 'Ant169', 'Ant299', 'Ant218', 'Ant638', 'Ant32', 'Ant105', 'Ant437', 'Ant100']"
Ant173,"['Ant620', 'Ant665', 'Ant117', 'Ant195', 'Ant320', 'Ant27', 'Ant28', 'Ant838', 'Ant137', 'Ant334', 'Ant50', 'Ant301', 'Ant229', 'Ant260', 'Ant265', 'Ant391', 'Ant6', 'Ant614', 'Ant169', 'Ant299', 'Ant218', 'Ant638', 'Ant102', 'Ant437', 'Ant100']"
Ant376,"['Ant665', 'Ant117', 'Ant191', 'Ant320', 'Ant255', 'Ant27', 'Ant28', 'Ant334', 'Ant243', 'Ant50', 'Ant301', 'Ant229', 'Ant226', 'Ant260', 'Ant391', 'Ant5', 'Ant6', 'Ant610', 'Ant614', 'Ant169', 'Ant218', 'Ant32', 'Ant638', 'Ant105', 'Ant102', 'Ant437', 'Ant100']"
Ant12,"['Ant620', 'Ant665', 'Ant117', 'Ant195', 'Ant320', 'Ant250', 'Ant255', 'Ant27', 'Ant137', 'Ant50', 'Ant301', 'Ant265', 'Ant6', 'Ant614', 'Ant169', 'Ant299', 'Ant218', 'Ant173', 'Ant376', 'Ant105', 'Ant102', 'Ant437', 'Ant100']"
Ant219,"['Ant620', 'Ant117', 'Ant191', 'Ant320', 'Ant250', 'Ant255', 'Ant28', 'Ant838', 'Ant137', 'Ant50', 'Ant301', 'Ant229', 'Ant226', 'Ant260', 'Ant265', 'Ant6', 'Ant614', 'Ant12', 'Ant299', 'Ant218', 'Ant173', 'Ant376', 'Ant638', 'Ant102', 'Ant437']"
Ant52,"['Ant665', 'Ant117', 'Ant191', 'Ant320', 'Ant250', 'Ant255', 'Ant27', 'Ant838', 'Ant137', 'Ant334', 'Ant243', 'Ant50', 'Ant226', 'Ant301', 'Ant260', 'Ant265', 'Ant391', 'Ant5', 'Ant6', 'Ant614', 'Ant169', 'Ant299', 'Ant218', 'Ant219', 'Ant376', 'Ant638', 'Ant32', 'Ant105', 'Ant102', 'Ant437', 'Ant100']"
Ant139,"['Ant620', 'Ant117', 'Ant195', 'Ant320', 'Ant28', 'Ant838', 'Ant137', 'Ant437', 'Ant173', 'Ant229', 'Ant6', 'Ant50', 'Ant265', 'Ant614', 'Ant12', 'Ant299', 'Ant301', 'Ant105', 'Ant102', 'Ant218', 'Ant219']"
Ant387,"['Ant665', 'Ant117', 'Ant195', 'Ant191', 'Ant250', 'Ant27', 'Ant28', 'Ant838', 'Ant137', 'Ant334', 'Ant243', 'Ant50', 'Ant52', 'Ant226', 'Ant32', 'Ant229', 'Ant260', 'Ant5', 'Ant610', 'Ant614', 'Ant12', 'Ant169', 'Ant218', 'Ant173', 'Ant376', 'Ant638', 'Ant105', 'Ant102', 'Ant100']"
