infectee,infectors
23860,['SEED']
23762,['23860']
23758,"['23860', '23756', '23762']"
23862,"['23860', '23756', '23758', '23762']"
23771,"['23862', '23756', '23758', '23762']"
23768,"['23860', '23862', '23756', '23758', '23771']"
23757,"['23860', '23758', '23762', '23768']"
23773,"['23860', '23862', '23756', '23758', '23768', '23771']"
23732,"['23756', '23758', '23762', '23862', '23768', '23771', '23773']"
23772,"['23860', '23756', '23757', '23758', '23762', '23768', '23771']"
23770,"['23732', '23860', '23862', '23756', '23757', '23758', '23762', '23771', '23772', '23773']"
23871,"['23860', '23757', '23758', '23762', '23768', '23770', '23772']"
23761,"['23732', '23860', '23871', '23862', '23757', '23758', '23762', '23770', '23771', '23772', '23773']"
23809,"['23757', '23758', '23762', '23768', '23860', '23770', '23772', '23871']"
23781,"['23809', '23860', '23756', '23757', '23758', '23762', '23770', '23771', '23772']"
23854,"['23809', '23781', '23757', '23758', '23761', '23762', '23768', '23860', '23770']"
23815,"['23809', '23781', '23860', '23757', '23758', '23854', '23768', '23732', '23770', '23772', '23773', '23871']"
23759,"['23732', '23862', '23756', '23758', '23781', '23761', '23768', '23770', '23771', '23772', '23773']"
23734,"['23809', '23815', '23854', '23781', '23757', '23758', '23761', '23762', '23768', '23770', '23772', '23871']"
23764,"['23809', '23815', '23854', '23860', '23871', '23757', '23758', '23761', '23762', '23781', '23768', '23770', '23772']"
23774,"['23815', '23732', '23734', '23862', '23756', '23759', '23768', '23770', '23771', '23772', '23773']"
23891,"['23809', '23815', '23860', '23871', '23757', '23758', '23761', '23762', '23764', '23770', '23772']"
23875,"['23809', '23815', '23734', '23871', '23757', '23761', '23762', '23764', '23768', '23770']"
23840,"['23809', '23815', '23854', '23875', '23781', '23757', '23761', '23762', '23764', '23734', '23768', '23860', '23871']"
23777,"['23732', '23862', '23756', '23758', '23759', '23761', '23762', '23770', '23771', '23772', '23773', '23774']"
23763,"['23840', '23853']"
23726,"['23853', '23763']"
23820,"['23763', '23853', '23726']"
23831,"['23820', '23763', '23853', '23726']"
