infectee,infectors
Ant19,['SEED']
Ant621,['Ant19']
Ant397,['Ant621']
Ant91,"['Ant621', 'Ant397', 'Ant19']"
Ant492,"['Ant621', 'Ant397', 'Ant19', 'Ant91']"
Ant635,"['Ant621', 'Ant492', 'Ant19', 'Ant91']"
Ant60,"['Ant621', 'Ant492', 'Ant397', 'Ant91']"
Ant131,"['Ant621', 'Ant492', 'Ant19', 'Ant91', 'Ant635']"
Ant458,"['Ant621', 'Ant492', 'Ant131', 'Ant635']"
Ant308,"['Ant621', 'Ant492', 'Ant397', 'Ant91', 'Ant458', 'Ant635']"
Ant96,"['Ant621', 'Ant492', 'Ant131', 'Ant308', 'Ant397', 'Ant91', 'Ant458', 'Ant635']"
Ant530,"['Ant621', 'Ant492', 'Ant131', 'Ant308', 'Ant397', 'Ant96', 'Ant91', 'Ant458', 'Ant60']"
Ant614,"['Ant621', 'Ant492', 'Ant131', 'Ant308', 'Ant397', 'Ant19', 'Ant96', 'Ant91', 'Ant458', 'Ant60', 'Ant635', 'Ant530']"
Ant23,"['Ant621', 'Ant492', 'Ant308', 'Ant397', 'Ant19', 'Ant614', 'Ant96', 'Ant91', 'Ant458', 'Ant60', 'Ant635', 'Ant530']"
Ant24,"['Ant621', 'Ant492', 'Ant397', 'Ant614', 'Ant308', 'Ant458', 'Ant23', 'Ant60']"
Ant118,"['Ant621', 'Ant530', 'Ant24', 'Ant397', 'Ant19', 'Ant614', 'Ant492', 'Ant23', 'Ant60']"
Ant391,"['Ant621', 'Ant118', 'Ant492', 'Ant24', 'Ant23', 'Ant131', 'Ant308', 'Ant397', 'Ant19', 'Ant614', 'Ant96', 'Ant91', 'Ant458', 'Ant635', 'Ant530']"
Ant332,"['Ant118', 'Ant492', 'Ant23', 'Ant397', 'Ant614', 'Ant60']"
Ant51,"['Ant621', 'Ant492', 'Ant24', 'Ant23', 'Ant131', 'Ant308', 'Ant391', 'Ant397', 'Ant19', 'Ant614', 'Ant96', 'Ant91', 'Ant458', 'Ant60', 'Ant635', 'Ant530']"
Ant262,"['Ant621', 'Ant118', 'Ant492', 'Ant23', 'Ant131', 'Ant51', 'Ant308', 'Ant391', 'Ant397', 'Ant19', 'Ant614', 'Ant96', 'Ant91', 'Ant458', 'Ant635', 'Ant530']"
Ant140,"['Ant24', 'Ant131', 'Ant51', 'Ant530', 'Ant262', 'Ant391', 'Ant635', 'Ant614', 'Ant96', 'Ant91', 'Ant458']"
Ant74,"['Ant621', 'Ant131', 'Ant51', 'Ant140', 'Ant262', 'Ant391', 'Ant530', 'Ant635', 'Ant19', 'Ant614', 'Ant96', 'Ant91', 'Ant458']"
Ant257,"['Ant621', 'Ant118', 'Ant492', 'Ant262', 'Ant397', 'Ant332', 'Ant614', 'Ant308', 'Ant24', 'Ant458', 'Ant23', 'Ant60', 'Ant91']"
Ant6,"['Ant621', 'Ant118', 'Ant492', 'Ant257', 'Ant24', 'Ant23', 'Ant131', 'Ant51', 'Ant308', 'Ant262', 'Ant391', 'Ant397', 'Ant19', 'Ant614', 'Ant96', 'Ant91', 'Ant458', 'Ant635', 'Ant530']"
Ant376,"['Ant621', 'Ant118', 'Ant492', 'Ant257', 'Ant24', 'Ant23', 'Ant51', 'Ant140', 'Ant262', 'Ant391', 'Ant397', 'Ant6', 'Ant74', 'Ant19', 'Ant614', 'Ant96', 'Ant91', 'Ant458', 'Ant60', 'Ant635', 'Ant530']"
Ant144,"['Ant621', 'Ant118', 'Ant492', 'Ant257', 'Ant24', 'Ant23', 'Ant131', 'Ant51', 'Ant140', 'Ant308', 'Ant262', 'Ant391', 'Ant397', 'Ant6', 'Ant19', 'Ant614', 'Ant96', 'Ant91', 'Ant458', 'Ant60', 'Ant376', 'Ant635', 'Ant530']"
Ant30,"['Ant621', 'Ant118', 'Ant492', 'Ant257', 'Ant24', 'Ant23', 'Ant332', 'Ant51', 'Ant308', 'Ant144', 'Ant262', 'Ant397', 'Ant6', 'Ant614', 'Ant96', 'Ant91', 'Ant458', 'Ant60', 'Ant376', 'Ant530']"
Ant159,"['Ant621', 'Ant118', 'Ant492', 'Ant257', 'Ant24', 'Ant23', 'Ant332', 'Ant131', 'Ant51', 'Ant140', 'Ant308', 'Ant144', 'Ant262', 'Ant391', 'Ant397', 'Ant6', 'Ant19', 'Ant614', 'Ant96', 'Ant91', 'Ant458', 'Ant60', 'Ant376', 'Ant635', 'Ant30', 'Ant530']"
Ant190,"['Ant621', 'Ant118', 'Ant635', 'Ant262', 'Ant530', 'Ant391', 'Ant51', 'Ant74', 'Ant19', 'Ant614', 'Ant308', 'Ant492', 'Ant144', 'Ant140', 'Ant131', 'Ant24', 'Ant458', 'Ant23', 'Ant91']"
Ant592,"['Ant621', 'Ant118', 'Ant492', 'Ant257', 'Ant24', 'Ant23', 'Ant332', 'Ant131', 'Ant51', 'Ant140', 'Ant308', 'Ant144', 'Ant159', 'Ant397', 'Ant6', 'Ant19', 'Ant614', 'Ant96', 'Ant91', 'Ant458', 'Ant60', 'Ant376', 'Ant635', 'Ant30', 'Ant530']"
Ant20,"['Ant621', 'Ant118', 'Ant492', 'Ant257', 'Ant24', 'Ant23', 'Ant131', 'Ant51', 'Ant140', 'Ant308', 'Ant144', 'Ant397', 'Ant262', 'Ant159', 'Ant391', 'Ant6', 'Ant592', 'Ant19', 'Ant614', 'Ant96', 'Ant91', 'Ant458', 'Ant60', 'Ant376', 'Ant635', 'Ant30', 'Ant530']"
