infectee,infectors
Ant650,['SEED']
Ant262,['Ant650']
Ant191,['Ant262']
Ant638,['Ant262']
Ant256,['Ant262']
Ant73,['Ant262']
Ant117,['Ant262']
Ant24,['Ant262']
Ant176,['Ant262']
Ant391,['Ant176']
Ant299,['Ant262']
Ant25,['Ant262']
Ant954,['Ant262']
Ant44,['Ant954']
Ant599,['Ant954']
Ant2,['Ant954']
Ant227,['Ant954']
Ant170,['Ant954']
Ant242,['Ant954']
Ant51,['Ant242']
Ant49,['Ant242']
Ant592,['Ant242']
Ant252,['Ant242']
Ant475,['Ant242']
Ant593,['Ant242']
Ant305,['Ant242']
Ant97,['Ant242']
Ant476,['Ant242']
Ant27,['Ant242']
Ant263,['Ant242']
Ant264,['Ant242']
Ant148,['Ant242']
Ant6,['Ant242']
Ant502,['Ant242']
Ant356,['Ant242']
