infectee,infectors
Ant501,['SEED']
Ant390,['Ant501']
Ant44,['Ant501']
Ant6,['Ant44']
Ant527,['Ant44']
Ant289,['Ant44']
Ant76,['Ant44']
Ant173,['Ant390']
Ant255,['Ant289']
Ant43,['Ant255']
Ant115,['Ant289']
Ant482,['Ant501']
Ant50,['Ant482']
Ant158,['Ant255']
Ant137,['Ant173']
Ant55,['Ant115']
Ant27,['Ant255']
Ant153,['Ant482']
Ant219,['Ant27']
Ant38,['Ant115']
Ant324,['Ant115']
Ant73,['Ant115']
Ant492,['Ant115']
Ant232,['Ant115']
Ant196,['Ant324']
Ant614,['Ant492']
Ant437,['Ant255']
Ant593,['Ant27']
Ant395,['Ant115']
Ant380,['Ant255']
Ant91,['Ant115']
Ant518,['Ant115']
Ant4,['Ant115']
Ant538,['Ant27']
Ant117,['Ant115']
Ant98,['Ant115']
Ant19,['Ant115']
Ant263,['Ant196']
Ant347,['Ant115']
Ant191,['Ant117']
Ant178,['Ant117']
Ant318,['Ant196']
Ant238,['Ant115']
Ant149,['Ant115']
Ant7,['Ant117']
Ant257,['Ant115']
Ant394,['Ant117']
Ant356,['Ant324']
Ant621,['Ant137']
Ant13,['Ant621']
Ant63,['Ant117']
Ant169,['Ant621']
Ant32,['Ant621']
Ant242,['Ant356']
Ant308,['Ant356']
Ant148,['Ant621']
Ant124,['Ant621']
Ant14,['Ant621']
Ant217,['Ant621']
Ant60,['Ant356']
Ant97,['Ant356']
Ant100,['Ant621']
Ant207,['Ant356']
Ant560,['Ant621']
Ant140,['Ant356']
Ant176,['Ant621']
Ant52,['Ant621']
Ant260,['Ant621']
Ant190,['Ant621']
Ant113,['Ant621']
Ant0,['Ant117']
Ant142,['Ant621']
Ant131,['Ant621']
Ant353,['Ant621']
Ant268,['Ant356']
Ant127,['Ant356']
Ant332,['Ant356']
Ant139,['Ant117']
Ant620,['Ant621']
Ant26,['Ant621']
Ant243,['Ant621']
Ant195,['Ant621']
Ant400,['Ant621']
Ant42,['Ant621']
Ant215,['Ant117']
Ant475,['Ant620']
Ant564,['Ant621']
Ant23,['Ant621']
Ant159,['Ant620']
Ant294,['Ant621']
Ant186,['Ant620']
Ant156,['Ant620']
Ant64,['Ant621']
Ant458,['Ant620']
Ant9,['Ant621']
Ant311,['Ant621']
Ant530,['Ant621']
Ant387,['Ant621']
Ant109,['Ant620']
Ant540,['Ant356']
Ant552,['Ant621']
Ant252,['Ant621']
Ant599,['Ant621']
Ant30,['Ant621']
Ant218,['Ant117']
Ant342,['Ant620']
Ant198,['Ant621']
Ant29,['Ant621']
Ant209,['Ant621']
Ant462,['Ant621']
Ant202,['Ant356']
Ant507,['Ant621']
Ant298,['Ant620']
