infectee,infectors
X5.C31,['SEED']
X3.C46,['X5.C53']
X4.C35,"['X5.C31', 'X3.C46']"
X3.C87,"['X9..U3.1', 'X3.C46', 'X5.C53']"
X9..C7.3,"['X4.C35', 'X3.C46']"
X7.C92,"['X9..U3.1', 'X4.C35', 'X5.C53']"
X1.C28,"['X4.C35', 'X9..C7.3', 'X5.C53', 'X3.C46']"
X8.U13,['X9..U3.1']
X9..C5.1,"['X9..C7.3', 'X5.C31']"
X1.U31,"['X9..U3.1', 'X8.U13']"
X0.U40,"['X9..U3.1', 'X1.U31', 'X1.U58']"
X7.C32,"['X5.C31', 'X9..C5.1']"
X7..C1,"['X4.C35', 'X5.C31', 'X7.C32', 'X3.C46', 'X9..C5.1', 'X9..C7.3']"
X6.C43,['X7..C1']
X0.U31,"['X9..U3.1', 'X1.U31', 'X8.U13', 'X0.U40']"
X7.C50,['X7..C1']
X7.U30,"['X9..U3.1', 'X8.U13', 'X1.U31', 'X0.U31', 'X0.U40']"
X6.C90,"['X7.U30', 'X1.U31', 'X0.U31']"
X5.C75,"['X3.C87', 'X7.C92', 'X5.C53', 'X3.C46']"
X9..C2.1,"['X4.C35', 'X7..C1', 'X1.C28', 'X5.C31', 'X7.C32', 'X3.C46', 'X9..C5.1', 'X9..C7.3']"
X1.C80,"['X9..U3.1', 'X3.C87', 'X7.C92', 'X1.C28', 'X4.C35', 'X3.C46', 'X5.C53', 'X5.C75']"
X5.C26,"['X7..C1', 'X7.C32', 'X6.C43']"
X8.U11,"['X9..U3.1', 'X3.C87', 'X6.C90', 'X1.C80', 'X7.C92', 'X7.U30', 'X1.U31', 'X0.U31']"
X1.C63,"['X3.C87', 'X7.C92', 'X1.C80', 'X5.C53', 'X1.C28', 'X3.C46', 'X5.C75']"
X1.C23,"['X7..C1', 'X9..C2.1', 'X5.C53', 'X1.C63', 'X1.C28', 'X3.C46']"
X2.U32,"['X7.U30', 'X1.U31', 'X0.U31', 'X0.U40']"
X3.C67,"['X9..U3.1', 'X3.C87', 'X4.C35', 'X5.C53', 'X1.C63', 'X5.C75', 'X1.C28', 'X3.C46']"
X4.C26,"['X4.C35', 'X7..C1', 'X9..C2.1', 'X9..C7.3', 'X1.C23', 'X1.C28', 'X3.C46', 'X3.C67']"
X2.U22.1,"['X9..U3.1', 'X8.U11', 'X7.U30', 'X8.U13']"
X5.C10,"['X7..C1', 'X5.C26', 'X5.C31', 'X6.C43', 'X3.C46', 'X9..C5.1', 'X3.C67']"
X8.C36,"['X7..C1', 'X9..C2.1', 'X1.C63', 'X5.C10', 'X1.C23', 'X4.C26', 'X1.C28', 'X3.C46', 'X7.C50']"
X3.C45,"['X4.C35', 'X7..C1', 'X5.C26', 'X9..C2.1', 'X4.C26', 'X1.C28', 'X3.C46', 'X9..C7.3']"
X3.U17,"['X3.C87', 'X0.U31', 'X9..U3.1', 'X1.U58']"
X6.C33,"['X7..C1', 'X7.C32', 'X5.C10', 'X5.C31', 'X9..C5.1']"
X5.C27,"['X4.C35', 'X7..C1', 'X5.C10', 'X8.C36', 'X6.C43', 'X9..C5.1']"
X7.C49,"['X9..U3.1', 'X7..C1', 'X1.C23', 'X4.C26', 'X1.C28', 'X9..C2.1', 'X4.C35', 'X8.C36', 'X3.C45', 'X3.C46', 'X5.C53', 'X1.C63', 'X3.C67', 'X5.C75', 'X1.C80', 'X7.C92']"
X5.C88,"['X9..U3.1', 'X3.C87', 'X1.C23', 'X7.C49', 'X5.C53', 'X1.C63', 'X5.C75', 'X1.C80', 'X6.C90', 'X7.C92', 'X8.U11', 'X8.U13', 'X2.U22.1', 'X7.U30', 'X1.U31', 'X0.U31']"
X3.C38,"['X7.C49', 'X4.C35', 'X7..C1', 'X9..C2.1', 'X3.C45', 'X9..C7.3', 'X5.C53', 'X1.C23', 'X4.C26', 'X1.C28', 'X8.C36', 'X3.C46']"
X3.C28,"['X7.C49', 'X4.C35', 'X7..C1', 'X9..C2.1', 'X3.C45', 'X1.C23', 'X4.C26', 'X5.C27', 'X6.C33', 'X8.C36', 'X3.C38', 'X6.C43', 'X3.C46', 'X7.C50']"
X8.C41,"['X4.C35', 'X7..C1', 'X3.C45', 'X4.C26', 'X5.C27', 'X3.C28', 'X8.C36', 'X6.C43', 'X3.C46']"
X6.C85,"['X3.C87', 'X7.C49', 'X1.C80', 'X5.C53', 'X1.C63', 'X5.C75', 'X4.C26', 'X3.C46', 'X3.C67']"
X7.C80,"['X9..U3.1', 'X5.C88', 'X8.U11', 'X7.C49', 'X1.C80', 'X8.C36', 'X5.C53', 'X1.C63', 'X5.C75']"
X8.U28.1,"['X9..U3.1', 'X5.C88', 'X6.C90', 'X8.U11', 'X8.U13', 'X2.U22.1', 'X7.U30', 'X1.U31', 'X0.U31', 'X2.U32', 'X0.U40']"
X0.C52,"['X7.C49', 'X7..C1', 'X4.C26', 'X5.C27', 'X1.C28', 'X3.C28', 'X8.C36', 'X8.C41', 'X7.C50']"
X3.C59,"['X3.C87', 'X5.C88', 'X7.C49', 'X7.C92', 'X1.C80', 'X4.C35', 'X7.C80', 'X3.C45', 'X5.C53', 'X1.C28', 'X3.C38', 'X3.C46', 'X1.C63', 'X3.C67', 'X5.C75', 'X6.C85']"
X0.U25,"['X5.C88', 'X7.U30', 'X1.U31', 'X0.U31', 'X8.U13', 'X2.U22.1']"
X5.C77,"['X1.C28', 'X4.C35', 'X7.C49', 'X5.C53', 'X3.C59', 'X5.C75', 'X3.C87', 'X9..U3.1']"
X1..U7,"['X5.C77', 'X3.U17', 'X9..U3.1', 'X4.C35', 'X7.C49', 'X1.C80', 'X7.C80', 'X5.C88', 'X7.C92', 'X8.U11', 'X8.U13']"
X6.C16.1,"['X4.C35', 'X7..C1', 'X4.C26', 'X5.C26', 'X9..C2.1', 'X6.C33', 'X8.C41', 'X3.C45', 'X9..C5.1', 'X9..C7.3']"
X8.C69,"['X4.C35', 'X3.C46', 'X7.C49', 'X5.C53', 'X3.C59', 'X1.C63', 'X5.C75', 'X5.C77', 'X1.C80', 'X7.C80', 'X6.C85', 'X3.C87', 'X5.C88', 'X7.C92', 'X8.U11', 'X8.U13', 'X3.U17', 'X9..U3.1', 'X1..U7']"
C024,"['X5.C88', 'X6.C90', 'X8.U28.1', 'X7.U30', 'X1.U31', 'X2.U22.1', 'X0.U25']"
X2.C91,"['X8.C69', 'X5.C77', 'X3.C46', 'X5.C53', 'X3.C59', 'X5.C75', 'X1.C80', 'X3.C87', 'X8.U13', 'X3.U17', 'X2.U22.1', 'X8.U28.1', 'X7.U30', 'X1.U31', 'X0.U31', 'X2.U32', 'X9..U3.1', 'X0.U40', 'X1.U58', 'X1..U7']"
X0.C30,"['X7.C49', 'X4.C35', 'X7..C1', 'X5.C26', 'X9..C2.1', 'X7.C32', 'X3.C45', 'X9..C7.3', 'X5.C10', 'X1.C23', 'X4.C26', 'X5.C27', 'X1.C28', 'X3.C28', 'X5.C31', 'X6.C33', 'X8.C36', 'X3.C38', 'X8.C41', 'X6.C43', 'X3.C46', 'X7.C50', 'X0.C52', 'X9..C5.1']"
X6.U28,"['X5.C88', 'X6.C90', 'X7.U30', 'X8.U13', 'X2.U22.1', 'X0.U25']"
X2.C25,"['X7.C49', 'X7..C1', 'X9..C2.1', 'X3.C45', 'X5.C10', 'X1.C23', 'X4.C26', 'X3.C28', 'X0.C30', 'X5.C31', 'X8.C36', 'X3.C46']"
X2.C11,"['X6.C16.1', 'X5.C26', 'X9..C2.1', 'X9..C7.3', 'X0.C30', 'X9..C5.1']"
X0.C50,"['X1.C23', 'X2.C25', 'X4.C26', 'X3.C28', 'X0.C30', 'X8.C36', 'X3.C46', 'X7.C50']"
