infectee,infectors
044887880,['SEED']
047089373,['047070569']
047000366,"['046863589', '047048867']"
045068615,['047096815']
047017853,"['045068615', '047094527']"
047043542,"['047000366', '047048867', '046863589']"
044879350,['047043542']
043873356,['047070521']
047019584,"['047048867', '047043542', '047000366']"
047062293,"['047019584', '045068615', '043873356', '047070521']"
047025869,"['043873356', '047062293', '047070521']"
047027806,"['045068615', '047062293', '047017853', '047044534']"
047089283,"['045068615', '047027806', '047025869', '047096815']"
047053602,['047019584']
047095048,['047089283']
047099514,"['047094527', '047027806', '047017853']"
046895639,"['047027806', '047089283']"
047095616,"['047019584', '047053602', '047025869']"
047085260,['047048867']
047070624,['047027806']
047112067,"['047027806', '047099514']"
046877624,"['047070624', '047112067', '047027806', '047099514']"
047002320,"['047095048', '047089283']"
047024818,"['047019584', '047053602', '047025869', '047089283', '047095616', '047062293']"
047035542,"['047053602', '047089283', '047095616']"
047089101,"['047035542', '047053602', '047089283', '047095616']"
044015624,['046877624']
047019813,"['047035542', '047089101', '047089283']"
047029594,"['047019584', '047024818', '047000366', '047048867', '047035542', '047089101', '047053602', '047043542', '047095616']"
046893021,"['044015624', '046877624']"
047036868,"['047019584', '047024818', '047095616', '047053602', '047035542', '047089101', '047029594']"
047083798,"['047036868', '047043542', '047095616']"
047098326,"['047019584', '047036868', '047083798', '047043542']"
044031359,"['047048867', '047019383', '047085260']"
047033263,"['047036868', '047098326']"
047092080,['047098326']
047068626,"['047092080', '047036868', '047033263', '047098326']"
046861588,"['047092080', '047098326', '047068626']"
047084346,"['047092080', '047068626']"
046876370,"['045101345', '044031359', '047085260']"
047001572,"['044031359', '046876370', '047085260']"
047047804,"['047048867', '047099514', '047001572', '046876370', '047017853', '044031359', '047085260']"
047012067,"['047047804', '047001572']"
046881325,"['047048867', '047047804', '044031359', '047012067']"
047028384,['046881325']
045089577,"['047028384', '045101345', '046876370', '046881325', '047012067']"
047094533,"['047048867', '045089577', '047043542', '044879350']"
047043053,"['047048867', '045089577', '047094533']"
047102064,"['047047804', '047094533']"
047073094,"['044887880', '047070521']"
047017122,"['047102064', '047047804']"
047061116,"['047102064', '047047804', '047017122', '047094533']"
045068574,"['047043053', '045089577', '047094533']"
047096801,"['047073094', '047070521']"
047027597,"['047043053', '047048867', '047094533']"
045107302,['047096801']
047043085,"['044887880', '047073094', '047096801', '047070521']"
046888611,"['045107302', '047024818', '047043085', '047073094', '047096801']"
046863777,"['047024818', '046888611', '047073094', '047096801', '047043085']"
047056768,"['047043053', '047027597', '045089577', '047043085', '047048867', '047094533', '045068574', '046888611']"
047105818,"['047024818', '047056768', '046863777', '047073094', '046888611']"
047026106,"['047056768', '047027597', '047089373', '047070569']"
047010770,"['047056768', '047026106']"
047015528,"['047105818', '047056768', '046863777', '047073094', '047070521']"
047027114,"['047105818', '047024818', '047056768', '046888611', '047015528', '047010770', '046863777', '047026106']"
047014892,"['047056768', '047026106', '047027597', '047027114']"
045043350,"['047056768', '047048867', '047014892', '047083798', '047027597', '047026106']"
047059336,"['047056768', '046888611', '047043085', '047073094', '047096801', '047070521']"
047086076,"['047056768', '045043350', '047014892']"
045062873,"['045043350', '047014892', '047056768', '047086076']"
