infectee,infectors
079594811,['SEED']
092567775,['081319373']
092628888,"['092567775', '081319373']"
092320315,['092628888']
092590833,['079594811']
095571809,"['092590833', '079594811']"
092086000,"['092590833', '095571809', '079594811']"
092591000,['081783879']
081320875,['092591000']
081323061,"['081783879', '092591000']"
092089060,"['081783879', '081323061']"
081819034,"['092089060', '081323061']"
081791624,"['081819034', '092089060', '081783879', '081323061']"
081322533,['081320861']
081321771,['081320861']
081323093,"['081322533', '081320861']"
092616866,"['092787028', '081321771', '081320014']"
081824886,"['081322533', '081320861', '081323093']"
092776792,"['081323093', '081824886']"
092594768,"['081319373', '092616866', '092787028']"
092559581,"['081824886', '092776792']"
092083585,"['081319373', '092594768']"
081785865,"['081319373', '092083585', '092594768']"
081325789,"['081319373', '092083585', '092594768', '081785865']"
081324293,"['092616866', '081320014']"
095581275,['081324293']
092293382,['081324293']
082359638,"['092086000', '095581275']"
092286310,"['095581275', '082359638']"
096359770,"['095581275', '081324293', '082359638']"
092296382,"['096359770', '081791624', '082359638']"
